geometry,coordinates,OBJECTID,CARTONAME,SUBDIVISION,Shape_Length
LineString,"-78.8076312713936,35.57269734723753,-78.80783462183629,35.572905845672416,-78.80789651107727,35.57296567304023,-78.80796507448058,35.57301283993662,-78.80805576872955,35.57307090273058,-78.80814868599845,35.57312534804003,-78.80825706639916,35.573197918702824,-78.80830571492092,35.57323600481611,-78.80833884263339,35.57327949556326,-78.80836754061549,35.57332298021607,-78.80841381991075,35.57342622117893",42,BIRCHWOOD VIEW PT,Southern Oaks,358.8110351290254
LineString,"-78.81137954696969,35.60259198053831,-78.81171800529698,35.60255145762889,-78.8117988029045,35.60254205412788,-78.81186344672587,35.60253262467018,-78.81194694583144,35.60251955928543,-78.81206816619289,35.60249555697466,-78.81231959216302,35.60244317067035",43,EDGEWORTH CT,Sandy Springs,284.9462796512046
LineString,"-78.80647281470394,35.59613859857369,-78.80640129935978,35.59665247989018",44,GIRDER CT,Town Street,188.24363227917016
LineString,"-78.79430716046944,35.62815642324202,-78.79430725966866,35.62815561847101,-78.79430736787187,35.62815474611123,-78.79431299790468,35.62810932121143,-78.79431873711151,35.62807699545518,-78.79432449500128,35.62803774076605,-78.79432556876075,35.627986158893016,-78.79432379551605,35.62794227185369,-78.79431828186267,35.62788528854018,-78.79430989750975,35.627844471257674,-78.7943005619055,35.62780826927074,-78.79428652019647,35.627766670827256,-78.79426778989317,35.627715826129695,-78.79424435793004,35.62765958317589,-78.79417303921826,35.62752242003864,-78.7941101329265,35.62741375674452,-78.79408292363946,35.627359048730845,-78.79405571464808,35.627305107791365,-78.79403415886095,35.62725271869519,-78.7940210596317,35.62721266138051,-78.79400797581775,35.62716567512439,-78.79399584489735,35.627115612242406,-78.79399122239353,35.62707864752273,-78.79398664233922,35.62702628717555,-78.79398396730004,35.626965460617896,-78.79398225467573,35.62689693784009,-78.79398526239963,35.62682687988346,-78.7939892686031,35.6267344980491,-78.79399704836642,35.626642123507146,-78.79401456677145,35.626428119590756,-78.79402726669943,35.62625337465008,-78.79404292385249,35.62603012923026,-78.7940605261226,35.62578301924064,-78.79407228999533,35.62560596242145,-78.79407825517275,35.62548509730863,-78.79409976346277,35.625184872393326,-78.7941163756123,35.624956240918834,-78.79411650077901,35.624906965851544,-78.7941166357201,35.624853842774414,-78.79411390309046,35.62481611235203,-78.79411115064968,35.624785312668614,-78.79410745565163,35.62475527847001,-78.79410282369973,35.624722935130876,-78.7940944554316,35.62467595773747,-78.79408045374198,35.62461973157377,-78.79406363255401,35.62456041968738,-78.7940449302687,35.62449802637064,-78.79397185626055,35.624310814040705,-78.79393812756142,35.62422453008463,-78.79390816651903,35.62414056095871,-78.79387635712379,35.62404195825672,-78.79384643538035,35.6239425898599,-78.79382402398058,35.62385632505144,-78.79380164789686,35.62375619694378,-78.79377836124685,35.62364298363228",45,KEITH HILLS ST,Mill Ridge,1673.9439476999125
LineString,"-78.77000245784114,35.61163151017071,-78.76953625026589,35.61146475940071",46,BOX TURTLE CT,Ballentine,151.27704943530009
LineString,"-78.77172431598399,35.612645419486014,-78.77179588622143,35.61238533381974,-78.77180260685229,35.61233184433446,-78.77180181718614,35.612281017883575,-78.7717925682076,35.61222883698558,-78.77177576878734,35.61219045213341,-78.77175333534326,35.61215051892619,-78.77170862912581,35.61210691037995,-78.77166524391033,35.61207517833094,-78.77161270783827,35.61205053204147,-78.77155075769639,35.61203353888194,-78.77137345678553,35.612010291285614,-78.77120141882685,35.61199299260613,-78.77113268833797,35.61198876730518,-78.77108305635066,35.61199276977891,-78.77102102725253,35.612003393040666,-78.77096461151379,35.61202169769045,-78.77091005389093,35.61204767756077,-78.77086487682784,35.61207827398858,-78.77082268595507,35.612116947090485,-78.77078761509797,35.61216097705246,-78.77075934603144,35.61221047865856,-78.77074413764537,35.61225448116038,-78.77073327137775,35.61230641958866,-78.77071567192246,35.61244686017393",47,BEECHAVEN RD,Ballentine,618.910955788785
LineString,"-78.80483544348861,35.597082747908786,-78.80518945468862,35.59709353224496,-78.80526450719836,35.597096719061625,-78.80532078849097,35.59710293960775,-78.80537331390477,35.59711017539388,-78.80542333139522,35.597119451505634,-78.80547833668756,35.59713588814688,-78.80553333465153,35.597155389493494,-78.80558707243179,35.59717897572308,-78.80563455622199,35.59720153064764,-78.80567953076508,35.59722714718521,-78.80572949181335,35.59726094552348,-78.80578068373387,35.59730292055631,-78.80581812701722,35.597338742315834,-78.8058493233989,35.59737148844159,-78.80587925826103,35.5974093425507,-78.80591416901129,35.59745844318638,-78.80594406126345,35.59751366528253,-78.80597020009472,35.597568883181395,-78.80599257193235,35.59763022724857,-78.80600805902375,35.59765986007676,-78.80602560241529,35.59768433119341,-78.8060484197036,35.59771312479769,-78.80607651790956,35.59774192502041,-78.80617974634104,35.597830790509086",48,CAHLFIELD CT,Fairfield,531.1252637925489
LineString,"-78.78769381163261,35.60519725108548,-78.7876514801787,35.6052565302724,-78.78762318365187,35.60529103213535,-78.78759020749877,35.60531784774807,-78.78755175422815,35.60534099412334,-78.78747632369527,35.60536525216024,-78.78738223983905,35.60539119197401,-78.78729099208833,35.60541099638836,-78.78719260214191,35.605427787493085,-78.7871010047148,35.605439072086874,-78.78700885386905,35.60544505364803,-78.78685088827346,35.60545168593464",49,E AZALEA CT,Cheek Park,281.7096010753441
LineString,"-78.77660129156372,35.59939405120752,-78.77652008494783,35.599357681179875,-78.77643640394805,35.599325330372594,-78.77636993765087,35.599305085364314,-78.77631083260809,35.59929491433428,-78.77624433193915,35.5992867442783,-78.77579596875673,35.599267807231975",50,FOREST BERRY CT,Smith Farms,247.55030336310335
LineString,"-78.7997906943005,35.583693469569106,-78.80036446762884,35.58370746665551,-78.80085630777342,35.583716544876296",51,FIRST ST,Town Street,316.9478655405228
LineString,"-78.79868063822056,35.593674137901,-78.7985651797539,35.59365827583242,-78.79846331405975,35.59365178637249,-78.79837303942715,35.59365058291209,-78.79723756855616,35.59367815331847,-78.7968988759918,35.593683944446525",52,CHARLOTTE ST,Town Street,530.4478753492556
LineString,"-78.78955780294663,35.57452856788677,-78.78956108203356,35.57442523701122,-78.78956424415314,35.57436783318924,-78.78957440555064,35.574320282978974,-78.78958958702647,35.574272740558996,-78.78961079250544,35.57422438919408,-78.78964003434545,35.57417441118897,-78.78967630740846,35.574122805699375,-78.78971657514029,35.57407858868125,-78.7897487661473,35.57405239920721,-78.78977188596238,35.57404013779633,-78.78980303788934,35.5740278893746,-78.78984121255583,35.57401729273931,-78.79002100004547,35.57397905697064",53,CLEAN VIEW CT,Whitstone,273.78216213857837
LineString,"-78.77341692879274,35.636296242092115,-78.77365304627925,35.636310703774484,-78.7737546578339,35.63631322925883,-78.77384197141308,35.636311055284956,-78.77392500505313,35.636304198705965,-78.77401521318195,35.63629034622928,-78.77411260124461,35.636268326949114,-78.77452938623038,35.63616511119785,-78.77462534190988,35.63614308885095,-78.77470555770181,35.636119869973555,-78.77479007940227,35.63609198443219,-78.77487175094905,35.636059419870925,-78.7749620441097,35.6360151865484,-78.77504948382166,35.63596744419403,-78.77513263475319,35.635917356552596,-78.7753376961596,35.63577635684499,-78.77558721665008,35.63560272485181,-78.77576105085693,35.635481323306564,-78.77606863702357,35.63527168245361,-78.77618977156808,35.63520322076872,-78.77628281434941,35.635151876880336,-78.77636881805512,35.63511053797723,-78.77645657395111,35.6350692013327,-78.77655835631593,35.63502645989962,-78.77664433892605,35.634992275061386,-78.77677241796653,35.634948150346425,-78.77728296755667,35.634775942002825,-78.77738789774244,35.63473977493903,-78.77748298957206,35.634703329281216,-78.77756372532805,35.63466484088862,-78.77764096714841,35.63462205365353,-78.77770067004597,35.63458352670691,-78.77776040709803,35.63453212169224,-78.77781312104362,35.634484997116516,-78.7778746455133,35.63442071630783,-78.7779238929064,35.63435927584814,-78.77796964636751,35.634293534785144,-78.77800840419246,35.634222058033096,-78.77803310139795,35.6341648651053,-78.77805663112517,35.634104985713144,-78.77806960839281,35.634059696721934,-78.7780819688985,35.63401504478453,-78.77809090981008,35.63396195323677,-78.77809570876381,35.63391664841458,-78.77809921310894,35.63387437078787,-78.77809848479804,35.63382582891564,-78.77809603184582,35.63377728299415,-78.77809271575131,35.63372943947928,-78.7780867840823,35.633692847700644,-78.77807828500362,35.63364991899799,-78.77806719814878,35.63360768955386,-78.77805266616159,35.63356474983742,-78.77803469675284,35.63351828663518,-78.77801757619582,35.6334767492521,-78.77778809188791,35.63300088039728,-78.77767055336102,35.63275714700781,-78.77765428663768,35.632718425253465,-78.77763974261953,35.632680410629604,-78.77762866191821,35.63263607009751,-78.77762030409761,35.6325949047196,-78.77761279767797,35.63255289089032,-78.77760661058586,35.63250729105352,-78.77759991151437,35.63243622611159,-78.7775906644232,35.63235178984705,-78.77758479100183,35.632294093071906,-78.77757256667677,35.63224849029953,-78.77756026065911,35.63220852014026,-78.77754793828711,35.632174512621425,-78.77753196956658,35.632138709177504,-78.77750869558042,35.63210348908247,-78.77748468525428,35.632070652703945,-78.7774555678679,35.63203601772128,-78.77743313758661,35.63201322296609,-78.77740675908798,35.63199121149514,-78.77736520649397,35.63196370803099,-78.77732947606377,35.631943371322436,-78.77728571823674,35.631921230648246,-78.77723466226225,35.631896691519124,-78.7771857843085,35.63187752231391,-78.77715295573698,35.63186434517592,-78.77710990157281,35.63185174600353,-78.77706392105806,35.631840928900324,-78.77702085051749,35.6318342914375,-78.77696463183189,35.631828226561325,-78.77647173220744,35.63180406840028",54,BOSTWYCK DR,Sonoma Springs,2761.591115048445
LineString,"-78.79287418061784,35.569703057065944,-78.79205218872205,35.5696880463601,-78.79199690055788,35.569687407275886,-78.7919449300339,35.5696905840722,-78.79188961702644,35.569699196882695,-78.79183029125295,35.56971433615174,-78.79176962126108,35.569734368600145,-78.79171026218995,35.56976202551737,-78.79166355763654,35.56979133564149,-78.79162416387314,35.569825557403306,-78.79159008783216,35.569865775382944,-78.79156493268928,35.56990171618246,-78.79153991705078,35.56994732925446,-78.79152113837273,35.569996280997124,-78.79150768951179,35.57004524278362,-78.79142837404422,35.57043938326905",55,HENWOOD CT,Phillips Pointe,619.4460665717465
LineString,"-78.78721432494129,35.60455015162222,-78.7868307603537,35.60373693383925",56,ASHEWYCK COMMONS CT,Ashewyck Manor Apts,317.19039193667555
LineString,"-78.80004803821036,35.60276011525589,-78.79958151452198,35.602889787579684,-78.799415936075,35.60293299587318,-78.79929642145896,35.60296570215709,-78.79919132167262,35.60299020512027,-78.79908911082805,35.603010015606486,-78.79899122346616,35.60302748232241,-78.7988487234927,35.6030460469518,-78.79869040139954,35.60306341249844,-78.79850330296857,35.60307955382147",57,BLANCHARD RD,Village of Sippihaw,475.4311561980052
LineString,"-78.78566801378412,35.6052698420765,-78.78509145906735,35.60519165583679",58,E CHESTNUT CT,Cheek Park,173.72581593651068
LineString,"-78.79288097765334,35.5704323889971,-78.79227687151109,35.57048378591556",59,HAYBALE CT,Phillips Pointe,180.6171257738168
LineString,"-78.76326232535435,35.583531933182854,-78.76311001297634,35.58348667008368,-78.7630507732641,35.58347271631403,-78.76299363259484,35.583463956864044,-78.76291954291443,35.583458622989745,-78.76165487032013,35.58342003638182,-78.76128963720973,35.58341146830428",60,E RIDGE HEIGHTS DR,Willow Creek,590.8431897496986
LineString,"-78.7702200580861,35.608544142153576,-78.77014908932473,35.6087884890921,-78.77010227639879,35.608939910232706,-78.77005828011448,35.609090188303185,-78.77001863365237,35.60919341558513,-78.76997621801411,35.60928056848832,-78.76992177880526,35.609382428272184",61,KYLEWOOD CT,Ballentine,318.44878890015417
LineString,"-78.80197164057216,35.59319513010389,-78.80241925044974,35.59402360122166",62,HEPPLEWHITE CT,Fairfield,329.59789528480286
LineString,"-78.79829350596027,35.58527682222834,-78.7978295360582,35.58526675242908,-78.7973494158829,35.58526595274718,-78.7971337577414,35.58525769308225,-78.79698690072108,35.58524954798939",63,JONES AVE,Town Street,388.70004975217336
LineString,"-78.80175487912726,35.58057110499664,-78.80178111684154,35.580552221127036,-78.80181240052852,35.58052922879293,-78.80190841995298,35.58047278562186,-78.80235102324679,35.580243726231565,-78.8027141436642,35.580049281526406,-78.8027696262821,35.58001645430469,-78.80282007917563,35.57998197204017,-78.80286751162122,35.57994584070288,-78.80292000901314,35.579898195879764,-78.80297252344225,35.57984396724298,-78.80302808286869,35.579779869594105,-78.80309328107494,35.57970593434541,-78.80345343379881,35.579236872272055,-78.80352420316738,35.57915524333828,-78.80354946053316,35.57912483581222,-78.80356765310886,35.579099352020926,-78.80357777880509,35.57907797368009,-78.80358286158447,35.57905905431656,-78.80358593047498,35.5790393096215,-78.80358804290745,35.57899898984571",64,KITE DR,Town Street,811.8115536700877
LineString,"-78.79986377894126,35.585756016204876,-78.8004503132098,35.58575698073039,-78.80101545171122,35.58575948123398,-78.80105302039053,35.58576140232578,-78.80108294021105,35.58576494241596,-78.80111569778002,35.585769994279794,-78.8011448158369,35.585777397333985,-78.80117021769603,35.58578782479984,-78.80118926041474,35.58579997344202,-78.80120300634118,35.585810814502686,-78.80121462834192,35.585824248112544,-78.80122254263,35.58583724388722,-78.80122833189188,35.5858528304078,-78.80123199717644,35.58587057951244,-78.80123141234944,35.58589308194592,-78.8012276389093,35.585919905872096,-78.80122069060158,35.58594499211883,-78.80114709719484,35.58614350007228,-78.8010106690041,35.58653438500057,-78.8010030555645,35.58655436552837,-78.8009955944059,35.58657209641707,-78.80098548280061,35.5865911209771,-78.80097013907105,35.58661528665075",65,ELLIS ST,Town Street,709.3539199041124
LineString,"-78.75159664067493,35.57352379964793,-78.7516425816863,35.57347545043761,-78.75167481657147,35.57343995783251,-78.75170395010467,35.573401916027315,-78.75172997968002,35.573362176843304,-78.75190289924664,35.57305197465335,-78.75193360121729,35.572980095571374,-78.75195710302425,35.57290711829728,-78.7519780778742,35.57283353462435,-78.7519952650838,35.57275055962377,-78.75207023187939,35.57211003138176",66,ASHE LAKE WAY,South Lakes,542.6654242643259
LineString,"-78.7550868829512,35.573100152817354,-78.75476631622375,35.57343514851219",67,JENKINS LAKE CT,South Lakes,154.76921025373824
LineString,"-78.75521440872528,35.574579502191085,-78.75486203829587,35.57461384369734",68,BANKS LAKE CT,South Lakes,105.5235166857744
LineString,"-78.78295506338202,35.57889034904129,-78.78264365030772,35.578482592333636",69,BAILEYMOOR CT,Northwyck,174.92941696533023
