OBJECTID,STREETSEGID,SSD_ID,SOURCEID,ROUTETYPE,ROUTE_ID,SNOWZONE,AGENCY,BEGINMEASURE,ENDMEASURE,SNOWAREA,SHAPE_Length
4197,2007,2036721353121204012,23672080,Primary,50,12,DDOT,0,112.534733,,112.534719
4198,12137,3017352127121272012,31735200,NHS,M3,7,NHS,0,33.927486,703,33.927486
4199,11075,5081250069414898010,58125185,NHS,M3,8,NHS,620.692289,826.044779,,205.352654
4200,5592,1025351776919178010,12535230,NHS,M6,6,NHS,0,580.042104,601,580.0421
4201,11512,1040041694218498012,14004287,NHS,M1,4,NHS,0,13.706818,403,13.706787
4202,2398,1040041697616977012,14004470,NHS,M1,9,NHS,0,119.016525,,119.016523
4203,2904,3069811618920484012,36981140,NHS,M3,12,NHS,0,137.971916,,137.971882
4204,5026,1064411486720467012,16441293,Secondary,8,3,DPW,0,117.249881,,117.249929
4205,2081,1040041600217325012,14004770,NHS,M1,9,NHS,0,122.829687,903,122.829695
4206,8590,1076311774220354012,17631415,Primary,4,1,DPW,0,49.720668,,49.720676
4207,12888,4060431936719652010,46043001,NPS, ,,NPS,0,177.755306,,177.755317
4208,3424,2051802127518395011,25180888,NHS,M3,13,NHS,0,151.154311,,151.154288
4209,11571,1082681837915550010,18268170,NHS,M6,6,NHS,0,55.789725,601,55.789727
4210,12537,3010402161520196011,31040500,NHS,M3,7,NHS,1513.942,2308.408,,794.46603
4211,4223,1060640061621542012,16064140,NHS,M1,9,NHS,0,511.294,,511.293577
4212,5920,5048472154721504011,54847503,NHS,M4,5,NHS,0,613.762,503,613.762188
4213,4670,5048472153117076010,54847003,NHS,M4,5,NHS,0,790.81671,503,790.816886
4214,13115,4001400033419580010,40140050,NHS,M5,5,NHS,0,241.32,,241.320497
4215,12015,4001400033418415011,40140350,NHS,M5,5,NHS,0,248.117,,248.117008
4216,5024,5048461958121547011,54846615,NHS,M4,,NHS,0,305.614,,305.613831
4217,1417,5048462152221511010,54846080,NHS,M4,,NHS,0,237.227,,237.22718
4218,5759,5048431495316522011,54843295,NHS,M6,6,NHS,0,598.469,601,598.468606
4219,11532,5048430077721500010,54843810,NHS,M6,,NHS,0,244.978,,244.977672
4220,10854,5048431786714953011,54843910,NHS,M6,,NHS,0,164.797,,164.796828
4221,13709,3061292300522195012,36129160,Secondary,66,8,DPW,0,74.031,,74.030886
4222,11967,1095221751520834012,19522420,Secondary,6,2,DPW,0,150.101,,150.101236
4223,10146,1095222083419776012,19522430,Secondary,6,2,DPW,0,210.572,,210.572448
4224,11616,1059602011515733012,15960130,Primary,20,5,DPW,0,261.013,,261.012885
4225,5435,5048462154720686011,54846680,NHS,M5,5,NHS,0,1296.74,503,794.990145
4226,4914,1002001528119824012,10200210,Priority Hills, ,4,DPW,0,114.178673,406,114.17867
4227,7883,2038091909815019012,23809170,Secondary,40,11,DDOT,0,153.360438,,153.360438
4228,1928,3023140832015265012,32314125,Narrow Road, ,7,DPW,0,38.90631,705,38.906333
4229,10246,1059601810621460012,15960155,Primary,20,4,DPW,0,72.172884,,72.1729
4230,3854,1001001795821808011,10100120,Narrow Road, ,5,DPW,0,177.07559,501,177.075586
4231,9677,4059452019216689012,45945468,Secondary,69,8,DPW,0,277.915063,,277.915062
4232,2451,3046731700714878012,34673142,Priority Hills, ,7,DPW,0,95.949575,706,95.949585
4233,5130,2075461889418099012,27546230,Primary,41,10,DDOT,0,153.686321,,153.686325
4234,3933,1003501797115101012,10350165,Secondary,11,3,DPW,0,90.015316,,90.015334
4235,7501,3001902201814478011,30190010,Secondary,49,12,DDOT,0,120.080594,,120.080594
4236,7581,1001802182121704012,10180320,Priority Hills, ,4,DPW,0,97.48774,401,97.48774
4237,5641,1003902184121569012,10390270,Secondary,8,3,DPW,0,126.045761,,126.045766
4238,577,2052061692319601012,25206060,Priority Hills, ,10,DDOT,0,110.335236,1002,110.335234
4239,12924,3081511764219832012,38151415,Secondary,61,7,DDOT,0,150.062346,,150.062346
4240,5509,2081441906416584012,28144270,Primary,40,11,DDOT,0,24.377954,,24.37792
4241,5202,1071371684818933012,17137170,Priority Hills, ,9,DPW,0,241.306478,901,241.306512
4242,5747,1022551719807921012,12255295,Priority Hills, ,1,DPW,0,133.502274,105,133.502265
4243,6700,3001501952118352012,30150200,Priority Hills, ,7,DPW,0,97.818192,705,97.818196
4244,5555,1072861801018011012,17286323,Secondary,12,3,DPW,0,54.791256,,54.791209
4245,493,3063501515015151012,36350278,Primary,63,7,DPW,0,16.852336,,16.852344
4246,7544,1003532104715928012,10353270,Narrow Road, ,3,DPW,0,164.459206,304,164.459239
4247,10259,2078191464318151012,27819503,Secondary,39,10,DDOT,0,75.280522,,75.280522
4248,7583,3081511967319674012,38151421,Secondary,61,7,DDOT,0,72.881561,,72.881572
4249,8594,1031201949918228010,13120000,Primary,20,4,DPW,0,92.005635,,92.005651
4250,3947,1075461798317984012,17546150,Primary,23,4,DPW,0,81.630981,,81.631007
4251,11182,3088661726620832011,38866130,Priority Hills, ,7,DPW,0,143.936065,705,143.936013
4252,7493,1040491979016102012,14049498,Priority Hills, ,3,DPW,0,66.203227,301,66.20323
4253,5538,1061361907418138012,16136070,Primary,30,9,DPW,0,48.761791,,48.761771
4254,8534,2078192192719775012,27819470,Secondary,39,10,DDOT,0,55.174591,,55.174616
4255,12984,3061291608714873012,36129060,Priority Hills, ,8,DPW,0,190.334862,803,190.334864
4256,2917,1015731542415425011,11573190,Priority Hills, ,4,DPW,0,138.157927,406,138.157921
4257,634,2069682101114894012,26968030,Priority Hills, ,10,DDOT,0,316.420264,1001,316.420234
4258,9357,3000401902517190010,30040030,Secondary,53,12,DDOT,0,47.164941,,47.164941
4259,4670,5048472153117076010,54847003,NHS,M4,12,NHS,790.81671,1841.800452,,1050.983546
4260,2455,4047971547217013012,44797140,NHS,M3,5,NHS,0,154.066767,502,154.066734
4261,1445,3069811846420193012,36981348,NHS,M3,7,NHS,0,139.166502,702,139.166487
4262,2776,3069811736815013012,36981048,NHS,M3,12,NHS,0,104.435297,,104.435329
4263,2825,1069811741417415012,16981180,NHS,M2,6,NHS,0,26.732558,601,26.732539
4264,2590,1094051720317204012,19405493,NHS,M2,1,NHS,0,105.724222,106,105.724193
4265,6735,2015341953319534012,21534400,Primary,57,14,DPW,0,194.156271,,194.156279
4266,4063,3081511820418205012,38151575,Secondary,60,14,DPW,0,95.049375,,95.049375
4267,7180,1001501468914453012,10150096,Primary,26,5,DPW,0,131.275323,,131.275292
4268,3597,1025352122614594012,12535060,NHS,M5,5,NHS,0,172.580013,502,172.579985
4269,9838,1000902076220476011,10090000,NHS,M5,5,NHS,0,273.353197,502,273.353202
4270,2676,1094052004217134012,19405450,NHS,M2,2,NHS,0,109.428708,201,109.428702
4271,5744,1001600032117658012,10160290,NHS,M1,4,NHS,0,28.080217,405,28.080217
4272,10995,1064671292915921012,16467020,NHS,M5,5,NHS,0,30.146351,502,30.146388
4273,9639,5081251596420511011,58125210,NHS,M3,7,NHS,0,226.964673,,226.96465
4274,11174,1094051856116753012,19405280,NHS,M2,3,NHS,0,149.491025,304,149.49098
4275,5665,3017352162420337012,31735220,NHS,M3,7,NHS,0,107.334686,703,107.334686
4276,9142,1000502118722066012,10050570,Secondary,30,9,DPW,0,79.484106,,79.484106
4277,12158,1040041692913830012,14004205,NHS,M1,4,NHS,0,166.310262,403,166.310278
4278,13272,1004201564821318012,10420260,Secondary,8,3,DPW,0,120.318852,,120.318808
4279,9974,5065320675921412012,56532113,Primary,46,5,DDOT,0,105.860039,,105.860053
4280,10761,1089441469114689012,18944080,Primary,26,5,DPW,0,135.418287,,135.418308
4281,8876,2025352047820479012,22535050,Primary,54,12,DDOT,0,91.550066,,91.550081
4282,13261,2001902175920439010,20190050,Secondary,49,12,DDOT,0,83.704528,,83.704512
4283,801,1000601578515786011,10060270,Narrow Road, ,4,DPW,0,121.074526,403,121.074523
4284,10583,4059451627019698012,45945420,Secondary,69,8,DPW,0,95.243158,,95.243159
4285,25,3003001451914520012,30300280,Priority Hills, ,7,DPW,0,36.096102,703,36.096104
4286,4315,2004401704318341012,20440023,Priority Hills, ,13,DDOT,0,87.220134,1305,87.220134
4287,2371,1001601881214749012,10160598,NHS,M1,9,NHS,0,268.309358,,268.309319
4288,1696,1004001582817545010,10400220,Priority Hills, ,3,DPW,0,167.460951,305,167.460951
4289,1086,3005101556914534012,30510015,Priority Hills, ,14,DPW,0,76.906075,1402,76.906062
4290,11948,5065321650920877012,56532155,Primary,46,12,DDOT,0,46.460224,,46.46025
4291,297,2000101454714823012,20010110,Secondary,51,12,DDOT,0,105.900029,,105.900029
4292,6827,1003001955915154012,10300130,Secondary,12,3,DPW,0,91.962324,,91.96234
4293,4690,1000901628521861012,10090130,Primary,18,5,DPW,0,147.64786,,147.647828
4294,6653,1004301892014868012,10430290,Priority Hills, ,3,DPW,0,149.474985,304,149.47494
4295,8329,1000502141321630012,10050540,Secondary,31,9,DPW,0,118.877859,,118.877859
4296,1361,3047971360712915012,34797005,NHS,M3,12,NHS,0,196.003413,,196.003412
4297,12694,2059471536415125012,25947097,Secondary,51,12,DDOT,0,54.402522,,54.402536
4298,12669,1057911389503254012,15791455,Secondary,9,3,DPW,0,63.100208,,63.100224
4299,9660,3037311948520193012,33731180,Priority Hills, ,7,DPW,0,100.694164,702,100.694143
4300,10049,1057911483014692012,15791498,Secondary,9,3,DPW,0,226.965205,,226.96517
4301,10564,1001800446620917012,10180280,Secondary,13,4,DPW,0,74.810445,,74.81043
4302,6806,1051021716816847012,15102163,Secondary,29,9,DPW,0,51.18632,,51.186333
4303,7062,3069811706514724012,36981077,NHS,M3,12,NHS,0,55.328266,,55.328292
4304,475,1094051499714998012,19405150,NHS,M2,3,NHS,0,41.353289,308,41.353287
4305,145,1064221464814649012,16422540,Primary,35,10,DDOT,0,42.119743,,42.119735
4306,997,1073321648616506012,17332350,Narrow Road, ,2,DPW,0,241.905553,202,241.905552
4307,12645,1001701980219392012,10170060,NHS,M2,6,NHS,0,107.183495,601,107.183498
4308,387,2060251491114912012,26025455,Priority Hills, ,13,DDOT,0,58.184168,1302,58.184168
4309,10618,1065521749016711012,16552143,Priority Hills, ,9,DPW,0,92.672368,902,92.67236
4310,2399,2066751697816523012,26675060,Priority Hills, ,10,DDOT,0,71.695938,1001,71.695939
4311,10943,2031981827820641012,23198625,Secondary,38,10,DDOT,0,105.102978,,105.102964
4312,10018,3079821662320725012,37982260,Secondary,65,7,DPW,0,63.830364,,63.830366
4313,7819,1087232121218318012,18723120,Primary,19,4,DPW,0,133.371429,,133.371412
4314,1476,1058561929219386012,15856160,Priority Hills, ,9,DPW,0,126.636693,908,126.636704
4315,7973,1048751980519806011,14875140,Primary,14,4,DPW,0,173.673895,,173.673915
4316,6168,1070521935815354012,17052638,Primary,32,9,DPW,0,37.053621,,37.053604
4317,8118,2061552106521498010,26155190,Secondary,58,11,DDOT,0,56.798724,,56.798691
4318,6689,2026911865419515012,22691010,Secondary,46,12,DDOT,0,206.35766,,206.357643
4319,796,2000402179119145011,20040050,Secondary,50,12,DDOT,0,134.730068,,134.730084
4320,3834,1001601811018111012,10160660,NHS,M1,9,NHS,0,75.375392,,75.375419
4321,1901,1003402007420034012,10340280,Primary,5,2,DPW,0,149.400469,,149.400469
4322,2188,2001701660520995012,20170100,Primary,48,11,DDOT,0,134.16092,,134.16092
4323,6602,1000901947516187011,10090075,Primary,26,5,DPW,0,83.930221,,83.930267
4324,8888,1060122181320281012,16012360,Secondary,5,1,DPW,0,117.963038,,117.963006
4325,8152,1039522021618920012,13952420,Priority Hills, ,3,DPW,0,114.020088,304,114.020056
4326,4845,1064671779419306012,16467050,NHS,M5,5,NHS,0,92.760108,502,92.760138
4327,6364,5048462153119843010,54846180,NHS,M5,5,NHS,0,1531.771,503,1023.796105
4328,10916,1075331884213600012,17533390,Primary,11,3,DPW,0,330.499,,330.49871
4329,10085,1003701552114151012,10370370,Narrow Road,,2,DPW,0,221.578,202,221.578519
4330,2593,1094052112715626012,19405390,NHS,M2,2,NHS,0,134.611,202,134.611484
4331,8009,1025152007918008012,12515237,NHS,M2,4,NHS,0,277.772,406,277.77186
4332,2405,1001602145900040012,10160120,NHS,M1,6,NHS,0,200.219,601,200.219174
4333,164,1025151792400075012,12515130,NHS,M2,6,NHS,0,223.457,601,223.456939
4334,10007,1093210013116522011,19321270,NHS,M6,6,NHS,0,78.009,601,78.009154
4335,11123,1050890013120938012,15089270,NHS,,6,NHS,0,69.635,601,69.635104
4336,7249,1095221977619777012,19522440,Secondary,6,2,DPW,0,209.904,,209.903634
4337,9990,1095221977715308012,19522450,Secondary,6,2,DPW,0,171.602,,171.601755
4338,8111,5048452019618609010,54845490,NHS,M4,7,NHS,0,152.894356,,152.894409
4339,290,1025151481414815012,12515450,NHS,M2,2,NHS,0,113.287948,203,113.287928
4340,6005,1093210013116522010,19321370,NHS,M6,6,NHS,0,69.144,601,69.14382
4341,10604,5048432150016522010,54843087,NHS,M6,6,NHS,0,1046.379,601,1046.37875
4342,4010,1072861826017811012,17286230,Secondary,12,6,DPW,0,35.376,,35.375674
4343,4766,1068381898917592012,16838230,Secondary,21,6,DPW,0,93.64,,93.63976
4344,3273,1069811858518634012,16981260,NHS,M2,6,NHS,0,135.82,601,135.82027
4345,5794,1057851594700718010,15785260,Secondary,22,6,DPW,0,84.562,,84.562268
4346,7896,1020021499018758012,12002200,Secondary,15,2,DPW,145.447,263.088,,117.640555
4347,6952,1095221530815185012,19522460,Secondary,6,2,DPW,0,173.861,,173.86093
4348,846,1095221518515186012,19522470,Secondary,6,2,DPW,0,149.4,,149.400396
4349,12537,3010402161520196011,31040500,NHS,M3,7,NHS,2308.408,3793.736,,1485.327733
4350,2974,1052581693817315012,15258220,Priority Hills, ,3,DPW,0,396.773941,303,396.77394
4351,5520,3003201993720904012,30320215,Narrow Road, ,7,DPW,0,86.860006,703,86.860006
4352,7474,1034381996715794011,13438200,Secondary,24,6,DPW,0,152.192467,,152.192479
4353,3939,1019631797517976012,11963080,Secondary,32,9,DPW,0,99.830262,,99.830278
4354,800,1024632091620998012,12463170,Secondary,15,4,DPW,0,108.461433,,108.461433
4355,8238,2059471229216604012,25947160,Secondary,48,11,DDOT,0,184.050932,,184.050931
4356,3504,2065391953120794012,26539143,Primary,54,12,DDOT,0,89.748662,,89.748691
4357,6842,3059450766117343012,35945303,Primary,67,8,DPW,0,41.742338,,41.742338
4358,6706,1009421720115438012,10942720,Secondary,29,9,DPW,0,60.092519,,60.092529
4359,6909,1037892151918738012,13789163,Primary,10,3,DPW,0,90.16368,,90.163693
4360,664,1048621783715924012,14862130,Priority Hills, ,9,DPW,0,157.231611,902,157.231627
4361,10944,2061162146400684012,26116370,Secondary,56,14,DPW,0,114.744737,,114.744702
4362,4345,2053881635720690010,25388160,Priority Hills, ,11,DDOT,0,138.963154,1105,138.963172
4363,12758,1075462026517677012,17546048,Primary,23,5,DPW,0,109.258152,,109.258141
4364,1447,2061160068417780012,26116377,Secondary,56,14,DPW,0,169.253257,,169.253284
4365,1576,2004201640616407012,20420040,Priority Hills, ,13,DDOT,0,81.572968,1305,81.572952
4366,9954,2029642001418754012,22964070,Secondary,59,13,DDOT,0,111.646169,,111.646122
4367,11393,1084761479015624012,18476160,Priority Hills, ,9,DPW,0,85.807087,901,85.807083
4368,12554,1057911939714830012,15791496,Secondary,9,3,DPW,0,29.25839,,29.258418
4369,12715,1039522099120033012,13952325,Secondary,8,2,DPW,0,38.54013,,38.540129
4370,622,1031851552415525012,13185810,Priority Hills, ,9,DPW,0,150.245982,901,150.245992
4371,2555,1063761707817079012,16376439,Primary,3,2,DPW,0,57.896125,,57.896115
4372,7033,1064281449908659012,16428140,Secondary,18,5,DPW,0,77.707774,,77.707744
4373,12164,2001802022319558012,20180305,Secondary,42,10,DDOT,0,26.054231,,26.054231
4374,9026,1027361982116334012,12736300,Priority Hills, ,1,DPW,0,157.734037,101,157.734031
4375,8938,2060581855819062012,26058133,Primary,44,10,DDOT,0,51.4295,,51.4295
4376,12847,3083721798521410012,38372120,Priority Hills, ,7,DPW,0,120.779033,706,120.779022
4377,12269,1022881764616041010,12288002,Primary,2,1,DPW,0,50.658128,,50.658158
4378,6754,3002501848718488010,30250145,Secondary,63,7,DPW,0,82.960276,,82.960276
4379,7497,2001401730521766012,20140410,Primary,42,10,DDOT,0,74.407783,,74.407767
4380,11687,3094901910420254012,39490080,Narrow Road, ,8,DPW,0,245.471863,805,245.471858
4381,898,1004202131821288012,10420270,Secondary,8,3,DPW,0,149.906828,,149.906823
4382,11914,1057912123717973012,15791540,Secondary,9,3,DPW,0,164.859634,,164.859641
4383,11558,1051021904416511012,15102175,Secondary,29,9,DPW,0,63.45085,,63.450863
4384,10299,2061552155520457012,26155194,Secondary,58,11,DDOT,0,151.450306,,151.450318
4385,12376,2001302089421267012,20130310,Secondary,42,10,DDOT,0,110.118255,,110.118255
4386,13384,3075661849122292012,37566015,Secondary,61,14,DPW,0,125.242982,,125.242952
4387,9617,2001701672516774012,20170077,Primary,48,11,DDOT,0,91.032145,,91.032139
4388,1727,2001902146715875010,20190000,Secondary,49,12,DDOT,0,244.88044,,244.880421
4389,10883,2063371613519927012,26337490,Priority Hills, ,13,DDOT,0,86.510233,1302,86.510217
4390,7905,1060582151017886011,16058022,Primary,14,4,DPW,0,235.418244,,235.418225
4391,2140,1025151650519420012,12515490,NHS,M2,1,NHS,0,86.425237,105,86.425237
4392,2783,1000701737517376012,10070070,NHS,M5,5,NHS,0,151.726878,502,151.726862
4393,5354,1040041393717541012,14004720,NHS,M1,9,NHS,0,77.518264,903,77.518264
4394,8836,1075272046919726012,17527430,Primary,5,2,DPW,0,105.602123,,105.602125
4395,11576,2092102053520544012,29210005,Priority Hills, ,10,DDOT,0,97.422328,1004,97.42233
4396,12942,2047252141921241012,24725495,Priority Hills, ,13,DDOT,0,130.768656,1303,130.768688
4397,5764,2075461767914871012,27546155,Primary,41,10,DDOT,0,119.390737,,119.390701
4398,6014,1000901928317172011,10090030,Primary,26,5,DPW,0,102.183329,,102.183319
4399,9797,3001101927715699012,30110040,Secondary,55,12,DDOT,0,145.671863,,145.671896
4400,10134,1057852067220609010,15785173,Secondary,22,6,DPW,0,48.665529,,48.665523
4401,1116,1070521494616101012,17052622,Primary,32,9,DPW,0,95.436152,,95.436169
4402,7967,1001701554919802012,10170057,NHS,M2,6,NHS,0,82.982362,601,82.982343
4403,520,1082031530515306012,18203210,Priority Hills, ,9,DPW,0,100.494868,901,100.494867
4404,12347,1003331953021304012,10333350,Narrow Road, ,2,DPW,0,36.208543,204,36.208529
4405,9792,2001702056821205012,20170120,Primary,48,11,DDOT,0,124.343207,,124.343183
4406,5,2036721450114502012,23672005,Primary,50,12,DDOT,0,48.337793,,48.337807
4407,602,3069811550315504012,36981342,NHS,M3,7,NHS,0,30.006533,701,30.006511
4408,5772,2031981517615738012,23198410,Secondary,44,11,DDOT,0,189.373373,,189.373338
4409,1340,1072861523015231012,17286220,Secondary,12,6,DPW,0,10.611501,,10.611529
4410,5171,1001602020119798012,10160150,NHS,M1,4,NHS,0,82.321304,405,82.321304
4411,12051,1040171680917815012,14017140,Priority Hills, ,9,DPW,0,254.547863,902,254.54788
4412,1356,1059601804321612012,15960413,Primary,6,2,DPW,0,151.965487,,151.965476
4413,7998,3069812007015503012,36981340,NHS,M3,7,NHS,0,274.116875,701,274.116889
4414,10152,1040041681619858012,14004230,NHS,M1,4,NHS,0,108.532729,403,108.532727
4415,9917,1000701698617313012,10070120,NHS,M1,5,NHS,0,177.210345,501,177.210346
4416,9292,3017352127221624012,31735210,NHS,M3,7,NHS,0,274.619984,703,274.619986
4417,12754,1025151902420672012,12515115,NHS,M2,6,NHS,0,113.185731,601,113.185722
4418,6054,1097831463621614012,19783350,NHS,M6,3,NHS,0,500.654155,,500.65415
4419,7064,1001601972519156012,10160780,NHS,M1,9,NHS,0,166.980086,901,166.980087
4420,6262,1040042181618336012,14004490,NHS,M1,9,NHS,0,119.265942,,119.265958
4421,2907,1040041541315414012,14004266,NHS,M1,4,NHS,0,39.74671,403,39.746724
4422,13807,50812523049  694012,58125160,NHS,M3,5,NHS,0,596.855869,,596.855832
4423,13806,5081252146223049012,58125150,NHS,M3,5,NHS,0,138.398769,,138.398792
4424,13794,5081251576221462012,58125140,NHS,M3,5,NHS,0,104.792355,,104.792309
4425,13674,2036722294619500012,23672068,Primary,50,12,DDOT,0,31.432168,,31.43216
4426,13673,2036722199322946012,23672065,Primary,50,12,DDOT,0,60.869544,,60.86953
4427,13582,3040752249117980012,34075235,Primary,63,8,DPW,0,84.607,,84.607406
4428,13661,2092622293818103012,29262155,Secondary,58,11,DDOT,0,51.310135,,51.310125
4429,13660,2092622020322938012,29262150,Secondary,58,11,DDOT,0,20.944326,,20.944325
4430,9108,3010402155820540010,31040000,NHS,M3,7,NHS,1491.219122,2296.662,,805.44274
4431,13761,3059451896615471012,35945265,Primary,67,8,DDOT,0,224.360359,,224.360357
4432,5389,1095221518616146012,19522480,Secondary,6,2,DPW,0,210.331,,210.330611
4433,8390,1000301452320284012,10030150,Secondary,23,5,DPW,0,82.03,,82.030314
4434,13642,1067401984422882012,16740220,Priority Hills,,4,DPW,0,104.198871,405,104.198866
4435,13643,1067402288221824012,16740225,Priority Hills,,4,DPW,0,165.752646,405,165.752626
4436,13696,3005101743822986012,30510060,Priority Hills,,14,DPW,0,58.211344,1402,58.211341
4437,13697,3005102298617439012,30510070,Priority Hills,,14,DPW,0,49.08631,1402,49.086289
4438,13432,3082352233215866012,38235285,Secondary,65,7,DPW,0,82.39,,82.390059
4439,13636,1020212257120594012,12021360,NHS,M6,3,NHS,0,677.015059,,677.015009
4440,13623,2060581920922565012,26058170,Primary,44,11,DDOT,0,155.29178,,155.291763
4441,8358,2051801839500187011,25180903,NHS,M3,13,NHS,0,1.982678,,1.982549
4442,9104,1000302028415021012,10030155,Secondary,23,5,DPW,0,82.15,,82.150053
4443,1984,1000301502115022012,10030160,Secondary,23,5,DPW,0,164.323,,164.323158
4444,9108,3010402155820540010,31040000,NHS,M3,14,NHS,0,1491.219122,,1491.219329
4445,13624,2060582256520398012,26058180,Primary,44,11,DDOT,0,55.45578,,55.455794
4446,6793,1004801665019552012,10480230,Priority Hills, ,3,DPW,0,237.655444,303,237.655429
4447,9040,3012741649418236012,31274330,Secondary,64,7,DPW,0,109.882682,,109.882681
4448,12028,1086121488321378012,18612265,Secondary,3,2,DPW,0,246.756852,,246.756843
4449,8364,1057001465220279012,15700515,Primary,7,3,DPW,0,49.574477,,49.574476
4450,12253,1064612072015677012,16461175,Priority Hills, ,4,DPW,0,116.974107,401,116.974091
4451,10870,2000201893820989012,20020445,Priority Hills, ,10,DDOT,0,55.65461,1004,55.654616
4452,8764,1004201644315647010,10420220,Secondary,8,3,DPW,0,227.503471,,227.503458
4453,3882,2063372049721251012,26337470,Priority Hills, ,13,DDOT,0,86.862153,1302,86.862169
4454,11935,2004202196319313012,20420075,Priority Hills, ,13,DDOT,0,74.550982,1303,74.550998
4455,7255,3049531978119782012,34953170,Secondary,65,8,DPW,0,171.008698,,171.008688
4456,3505,1001001779514800011,10100060,Secondary,25,5,DPW,0,108.195953,,108.195999
4457,5894,1051351663013641012,15135595,Secondary,34,10,DDOT,0,43.415792,,43.415809
4458,5893,2002131598215679012,20213110,Secondary,48,11,DDOT,0,148.744668,,148.744668
4459,1354,2061161942422055012,26116400,Secondary,56,13,DDOT,0,127.588478,,127.588461
4460,996,1060121516714708012,16012300,Secondary,5,1,DPW,0,98.090717,,98.090702
4461,2050,1065581557415575012,16558167,Secondary,29,9,DPW,0,140.536925,,140.536885
4462,2406,1003902120912956010,10390300,Secondary,8,3,DPW,0,83.202858,,83.202828
4463,4999,1036722175616736012,13672007,Primary,19,4,DPW,0,69.713,,69.713
4464,6186,1031981463414835012,13198790,Secondary,29,9,DPW,0,175.362685,,175.362685
4465,3927,2031981796717685012,23198060,Secondary,60,13,DDOT,0,86.299955,,86.299956
4466,5493,3082351536319782012,38235310,Secondary,65,8,DPW,0,266.229334,,266.22939
4467,7818,1003502010920110012,10350160,Secondary,11,3,DPW,0,110.160788,,110.160757
4468,10640,1023922093315965012,12392300,Secondary,8,2,DPW,0,170.868123,,170.868112
4469,12341,1085731468317463010,18573015,Primary,20,4,DPW,0,16.531426,,16.531386
4470,10709,3081512095116784012,38151240,Primary,68,8,DPW,0,72.804196,,72.804196
4471,10243,3000601733115013011,30060030,Secondary,53,12,DDOT,0,48.432685,,48.432703
4472,2558,1049982044318977012,14998380,Priority Hills, ,1,DPW,0,221.340756,104,221.340756
4473,8020,2084561252314621010,28456080,Primary,48,11,DDOT,0,109.445446,,109.445424
4474,6245,1001401931813943012,10140470,Secondary,37,9,DPW,0,118.780366,,118.780366
4475,11714,1042441737616274012,14244070,Primary,27,5,DPW,0,89.67974,,89.679729
4476,12182,1034381714019684012,13438120,Secondary,26,5,DPW,0,132.628885,,132.62893
4477,6074,1057911930313953012,15791470,Secondary,9,3,DPW,0,325.140582,,325.1406
4478,9849,3033602040415567012,33360310,Priority Hills, ,7,DPW,0,91.850272,703,91.850288
4479,1459,2051800072921479010,25180515,NHS,M3,13,NHS,0,1034.423369,,1034.423363
4480,9111,3003002040314519012,30300270,Priority Hills, ,7,DPW,0,243.197926,703,243.197931
4481,8175,1001902162216644012,10190310,Priority Hills, ,4,DPW,0,114.16546,401,114.165458
4482,13124,1064671555019810010,16467173,NHS,M6,6,NHS,0,147.409969,601,147.409964
4483,3043,3059451607917560012,35945355,Primary,67,8,DPW,0,85.330196,,85.330203
4484,3216,2094311763217327012,29431230,Narrow Road, ,11,DDOT,0,90.985274,1103,90.985274
4485,10730,2000101514619162012,20010125,Secondary,51,12,DDOT,0,87.52039,,87.52039
4486,6449,3069812019318722012,36981390,NHS,M3,7,NHS,0,231.846382,702,231.846411
4487,3252,1068381476320487012,16838300,Secondary,21,3,DPW,0,135.695975,,135.695993
4488,11145,1003401652615103012,10340350,Primary,5,2,DPW,0,90.816487,,90.816503
4489,3163,2038091481014507012,23809130,Secondary,41,10,DDOT,0,201.212584,,201.212601
4490,12031,1094051893618242012,19405437,NHS,M2,2,NHS,0,27.871837,202,27.871837
4491,12270,1086971880221955012,18697250,Secondary,8,3,DPW,0,132.539714,,132.539707
4492,11957,5065322124616619012,56532245,Primary,46,4,DDOT,0,118.43185,,118.431854
4493,1554,2037631680417286012,23763440,Priority Hills, ,10,DDOT,0,171.505402,1004,171.505389
4494,7262,1024631824620481010,12463110,Primary,14,4,DPW,0,211.314232,,211.314216
4495,9525,2047772069420498010,24777090,Narrow Road, ,12,DDOT,0,96.410506,1201,96.41049
4496,13595,1065261068719380012,16526280,Priority Hills, ,1,DPW,0,233.822492,103,233.822468
4497,4509,1040041849817164012,14004288,NHS,M1,4,NHS,0,51.832326,403,51.832326
4498,7917,1025152014719655012,12515300,NHS,M2,2,NHS,0,221.174597,,221.174591
4499,5074,4091201887014596010,49120020,NHS,M3,5,NHS,0,55.08827,503,55.088229
4500,7678,1039521675320416012,13952370,Priority Hills, ,3,DPW,0,124.52434,304,124.524341
4501,2053,3059451412617977012,35945261,Primary,67,8,DPW,62.808,163.328413,,100.520371
4502,3696,2064671794317944012,26467140,NHS,M5,11,NHS,0,346.780316,,346.78032
4503,13231,3071891801519943012,37189141,Secondary,49,12,DDOT,0,123.398897,,123.398915
4504,7894,3082352072614879012,38235265,Secondary,65,7,DPW,0,304.906787,,304.906793
4505,1281,1080081621716218012,18008345,Secondary,18,4,DPW,0,47.579177,,47.579174
4506,10687,2085601763218894010,28560305,Narrow Road, ,11,DDOT,0,111.026289,1103,111.026307
